Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00  175049/537036      BinTree<int>::RotateL(BinTreeNode<int>*) [22]
-----------------------------------------------
                0.00    0.00   31246/4030802     void std::deque<BinTreeNode<int>*, std::allocator<BinTreeNode<int>*> >::_M_push_back_aux<BinTreeNode<int>* const&>(BinTreeNode<int>* const&) [42]
                0.00    0.00 1999778/4030802     void std::allocator_traits<std::allocator<BinTreeNode<int>*> >::construct<BinTreeNode<int>*, BinTreeNode<int>* const&>(std::allocator<BinTreeNode<int>*>&, BinTreeNode<int>**, BinTreeNode<int>* const&) [40]
                0.00    0.00 1999778/4030802     void __gnu_cxx::new_allocator<BinTreeNode<int>*>::construct<BinTreeNode<int>*, BinTreeNode<int>* const&>(BinTreeNode<int>**, BinTreeNode<int>* const&) [45]
[33]     0.2    0.01    0.00 4030802         BinTreeNode<int>* const& std::forward<BinTreeNode<int>* const&>(std::remove_reference<BinTreeNode<int>* const&>::type&) [33]
-----------------------------------------------
                0.01    0.00 1000000/1000000     void std::allocator_traits<std::allocator<int> >::construct<int, int>(std::allocator<int>&, int*, int&&) [35]
[34]     0.2    0.01    0.00 1000000         void __gnu_cxx::new_allocator<int>::construct<int, int>(int*, int&&) [34]
                0.00    0.00 1000000/3000021     int&& std::forward<int>(std::remove_reference<int>::type&) [59]
                0.00    0.00 1000000/2999781     operator new(unsigned long, void*) [60]
-----------------------------------------------
                0.00    0.00      21/1000000     void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [41]
                0.00    0.01  999979/1000000     void std::vector<int, std::allocator<int> >::emplace_back<int>(int&&) [13]
[35]     0.2    0.00    0.01 1000000         void std::allocator_traits<std::allocator<int> >::construct<int, int>(std::allocator<int>&, int*, int&&) [35]
                0.01    0.00 1000000/1000000     void __gnu_cxx::new_allocator<int>::construct<int, int>(int*, int&&) [34]
                0.00    0.00 1000000/3000021     int&& std::forward<int>(std::remove_reference<int>::type&) [59]
-----------------------------------------------
                0.00    0.00       3/23          std::_Deque_base<BinTreeNode<int>*, std::allocator<BinTreeNode<int>*> >::~_Deque_base() [48]
                0.00    0.00      20/23          std::deque<BinTreeNode<int>*, std::allocator<BinTreeNode<int>*> >::_M_reallocate_map(unsigned long, bool) [44]
[36]     0.2    0.01    0.00      23         std::_Deque_base<BinTreeNode<int>*, std::allocator<BinTreeNode<int>*> >::_M_deallocate_map(BinTreeNode<int>***, unsigned long) [36]
                0.00    0.00      23/46          std::_Deque_base<BinTreeNode<int>*, std::allocator<BinTreeNode<int>*> >::_M_get_map_allocator() const [92]
                0.00    0.00      23/46          std::allocator<BinTreeNode<int>**>::~allocator() [94]
                0.00    0.00      23/23          std::allocator_traits<std::allocator<BinTreeNode<int>**> >::deallocate(std::allocator<BinTreeNode<int>**>&, BinTreeNode<int>***, unsigned long) [115]
-----------------------------------------------
                0.01    0.00      22/22          void std::_Destroy<int*>(int*, int*) [38]
[37]     0.2    0.01    0.00      22         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [37]
-----------------------------------------------
                0.00    0.01      22/22          void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [39]
[38]     0.2    0.00    0.01      22         void std::_Destroy<int*>(int*, int*) [38]
                0.01    0.00      22/22          void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [37]
-----------------------------------------------
                0.00    0.00       1/22          std::vector<int, std::allocator<int> >::~vector() [49]
                0.00    0.00      21/22          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [41]
[39]     0.2    0.00    0.01      22         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [39]
                0.00    0.01      22/22          void std::_Destroy<int*>(int*, int*) [38]
-----------------------------------------------
                0.00    0.00   31246/1999778     void std::deque<BinTreeNode<int>*, std::allocator<BinTreeNode<int>*> >::_M_push_back_aux<BinTreeNode<int>* const&>(BinTreeNode<int>* const&) [42]
                0.00    0.00 1968532/1999778     std::deque<BinTreeNode<int>*, std::allocator<BinTreeNode<int>*> >::push_back(BinTreeNode<int>* const&) [19]
[40]     0.2    0.00    0.00 1999778         void std::allocator_traits<std::allocator<BinTreeNode<int>*> >::construct<BinTreeNode<int>*, BinTreeNode<int>* const&>(std::allocator<BinTreeNode<int>*>&, BinTreeNode<int>**, BinTreeNode<int>* const&) [40]
                0.00    0.00 1999778/4030802     BinTreeNode<int>* const& std::forward<BinTreeNode<int>* const&>(std::remove_reference<BinTreeNode<int>* const&>::type&) [33]
                0.00    0.00 1999778/1999778     void __gnu_cxx::new_allocator<BinTreeNode<int>*>::construct<BinTreeNode<int>*, BinTreeNode<int>* const&>(BinTreeNode<int>**, BinTreeNode<int>* const&) [45]
-----------------------------------------------
                0.00    0.00      21/21          void std::vector<int, std::allocator<int> >::emplace_back<int>(int&&) [13]
[41]     0.2    0.00    0.00      21         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [41]
                0.00    0.00      21/22          void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [39]
                0.00    0.00      21/1000000     void std::allocator_traits<std::allocator<int> >::construct<int, int>(std::allocator<int>&, int*, int&&) [35]
                0.00    0.00      63/64          std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [86]
                0.00    0.00      42/84          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [79]
                0.00    0.00      42/42          int* std::__uninitialized_move_if_noexcept_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [108]
                0.00    0.00      21/21          std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [121]
                0.00    0.00      21/21          std::vector<int, std::allocator<int> >::begin() [126]
                0.00    0.00      21/21          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [120]
                0.00    0.00      21/21          std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [122]
                0.00    0.00      21/3000021     int&& std::forward<int>(std::remove_reference<int>::type&) [59]
                0.00    0.00      21/22          std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [117]
-----------------------------------------------
                0.00    0.00   31246/31246       std::deque<BinTreeNode<int>*, std::allocator<BinTreeNode<int>*> >::push_back(BinTreeNode<int>* const&) [19]
[42]     0.2    0.00    0.00   31246         void std::deque<BinTreeNode<int>*, std::allocator<BinTreeNode<int>*> >::_M_push_back_aux<BinTreeNode<int>* const&>(BinTreeNode<int>* const&) [42]
                0.00    0.00   31246/31246       std::deque<BinTreeNode<int>*, std::allocator<BinTreeNode<int>*> >::_M_reserve_map_at_back(unsigned long) [43]
                0.00    0.00   31246/1999778     void std::allocator_traits<std::allocator<BinTreeNode<int>*> >::construct<BinTreeNode<int>*, BinTreeNode<int>* const&>(std::allocator<BinTreeNode<int>*>&, BinTreeNode<int>**, BinTreeNode<int>* const&) [40]
                0.00    0.00   31246/4030802     BinTreeNode<int>* const& std::forward<BinTreeNode<int>* const&>(std::remove_reference<BinTreeNode<int>* const&>::type&) [33]
                0.00    0.00   31246/31249       std::_Deque_base<BinTreeNode<int>*, std::allocator<BinTreeNode<int>*> >::_M_allocate_node() [71]
                0.00    0.00   31246/62582       std::_Deque_iterator<BinTreeNode<int>*, BinTreeNode<int>*&, BinTreeNode<int>**>::_M_set_node(BinTreeNode<int>***) [66]
-----------------------------------------------
                0.00    0.00   31246/31246       void std::deque<BinTreeNode<int>*, std::allocator<BinTreeNode<int>*> >::_M_push_back_aux<BinTreeNode<int>* const&>(BinTreeNode<int>* const&) [42]
[43]     0.2    0.00    0.00   31246         std::deque<BinTreeNode<int>*, std::allocator<BinTreeNode<int>*> >::_M_reserve_map_at_back(unsigned long) [43]
                0.00    0.00      42/42          std::deque<BinTreeNode<int>*, std::allocator<BinTreeNode<int>*> >::_M_reallocate_map(unsigned long, bool) [44]
-----------------------------------------------
                0.00    0.00      42/42          std::deque<BinTreeNode<int>*, std::allocator<BinTreeNode<int>*> >::_M_reserve_map_at_back(unsigned long) [43]
[44]     0.2    0.00    0.00      42         std::deque<BinTreeNode<int>*, std::allocator<BinTreeNode<int>*> >::_M_reallocate_map(unsigned long, bool) [44]
                0.00    0.00      20/23          std::_Deque_base<BinTreeNode<int>*, std::allocator<BinTreeNode<int>*> >::_M_deallocate_map(BinTreeNode<int>***, unsigned long) [36]
                0.00    0.00      84/62582       std::_Deque_iterator<BinTreeNode<int>*, BinTreeNode<int>*&, BinTreeNode<int>**>::_M_set_node(BinTreeNode<int>***) [66]
                0.00    0.00      42/42          BinTreeNode<int>*** std::copy<BinTreeNode<int>***, BinTreeNode<int>***>(BinTreeNode<int>***, BinTreeNode<int>***, BinTreeNode<int>***) [109]
                0.00    0.00      20/47          unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [88]
                0.00    0.00      20/23          std::_Deque_base<BinTreeNode<int>*, std::allocator<BinTreeNode<int>*> >::_M_allocate_map(unsigned long) [114]
-----------------------------------------------
                0.00    0.00 1999778/1999778     void std::allocator_traits<std::allocator<BinTreeNode<int>*> >::construct<BinTreeNode<int>*, BinTreeNode<int>* const&>(std::allocator<BinTreeNode<int>*>&, BinTreeNode<int>**, BinTreeNode<int>* const&) [40]
[45]     0.1    0.00    0.00 1999778         void __gnu_cxx::new_allocator<BinTreeNode<int>*>::construct<BinTreeNode<int>*, BinTreeNode<int>* const&>(BinTreeNode<int>**, BinTreeNode<int>* const&) [45]
                0.00    0.00 1999778/4030802     BinTreeNode<int>* const& std::forward<BinTreeNode<int>* const&>(std::remove_reference<BinTreeNode<int>* const&>::type&) [33]
                0.00    0.00 1999778/2999781     operator new(unsigned long, void*) [60]
-----------------------------------------------
                0.00    0.00       3/3           std::queue<BinTreeNode<int>*, std::deque<BinTreeNode<int>*, std::allocator<BinTreeNode<int>*> > >::~queue() [47]
[46]     0.0    0.00    0.00       3         std::deque<BinTreeNode<int>*, std::allocator<BinTreeNode<int>*> >::~deque() [46]
                0.00    0.00       3/3           std::_Deque_base<BinTreeNode<int>*, std::allocator<BinTreeNode<int>*> >::~_Deque_base() [48]
                0.00    0.00       3/3           std::deque<BinTreeNode<int>*, std::allocator<BinTreeNode<int>*> >::end() [52]
                0.00    0.00       3/1999781     std::deque<BinTreeNode<int>*, std::allocator<BinTreeNode<int>*> >::begin() [30]
                0.00    0.00       3/31249       std::_Deque_base<BinTreeNode<int>*, std::allocator<BinTreeNode<int>*> >::_M_get_Tp_allocator() [73]
                0.00    0.00       3/3           std::deque<BinTreeNode<int>*, std::allocator<BinTreeNode<int>*> >::_M_destroy_data(std::_Deque_iterator<BinTreeNode<int>*, BinTreeNode<int>*&, BinTreeNode<int>**>, std::_Deque_iterator<BinTreeNode<int>*, BinTreeNode<int>*&, BinTreeNode<int>**>, std::allocator<BinTreeNode<int>*> const&) [178]
-----------------------------------------------
                0.00    0.00       1/3           BinTree<int>::~BinTree() [50]
                0.00    0.00       1/3           BinTree<int>::checkAVL() [11]
                0.00    0.00       1/3           BinTree<int>::checkBin() [9]
[47]     0.0    0.00    0.00       3         std::queue<BinTreeNode<int>*, std::deque<BinTreeNode<int>*, std::allocator<BinTreeNode<int>*> > >::~queue() [47]
                0.00    0.00       3/3           std::deque<BinTreeNode<int>*, std::allocator<BinTreeNode<int>*> >::~deque() [46]
-----------------------------------------------
                0.00    0.00       3/3           std::deque<BinTreeNode<int>*, std::allocator<BinTreeNode<int>*> >::~deque() [46]
[48]     0.0    0.00    0.00       3         std::_Deque_base<BinTreeNode<int>*, std::allocator<BinTreeNode<int>*> >::~_Deque_base() [48]
                0.00    0.00       3/23          std::_Deque_base<BinTreeNode<int>*, std::allocator<BinTreeNode<int>*> >::_M_deallocate_map(BinTreeNode<int>***, unsigned long) [36]
                0.00    0.00       3/3           std::_Deque_base<BinTreeNode<int>*, std::allocator<BinTreeNode<int>*> >::_M_destroy_nodes(BinTreeNode<int>***, BinTreeNode<int>***) [171]
                0.00    0.00       3/3           std::_Deque_base<BinTreeNode<int>*, std::allocator<BinTreeNode<int>*> >::_Deque_impl::~_Deque_impl() [169]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[49]     0.0    0.00    0.00       1         std::vector<int, std::allocator<int> >::~vector() [49]
                0.00    0.00       1/22          void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [39]
                0.00    0.00       1/64          std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [86]
                0.00    0.00       1/1           std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [218]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[50]     0.0    0.00    0.00       1         BinTree<int>::~BinTree() [50]
                0.00    0.00       1/3           std::queue<BinTreeNode<int>*, std::deque<BinTreeNode<int>*, std::allocator<BinTreeNode<int>*> > >::~queue() [47]
                0.00    0.00       1/3           std::queue<BinTreeNode<int>*, std::deque<BinTreeNode<int>*, std::allocator<BinTreeNode<int>*> > >::queue<std::deque<BinTreeNode<int>*, std::allocator<BinTreeNode<int>*> >, void>() [180]
-----------------------------------------------
                0.00    0.00   31246/31246       std::deque<BinTreeNode<int>*, std::allocator<BinTreeNode<int>*> >::pop_front() [28]
[51]     0.0    0.00    0.00   31246         std::deque<BinTreeNode<int>*, std::allocator<BinTreeNode<int>*> >::_M_pop_front_aux() [51]
                0.00    0.00   31246/1999778     void std::allocator_traits<std::allocator<BinTreeNode<int>*> >::destroy<BinTreeNode<int>*>(std::allocator<BinTreeNode<int>*>&, BinTreeNode<int>**) [27]
                0.00    0.00   31246/31249       std::_Deque_base<BinTreeNode<int>*, std::allocator<BinTreeNode<int>*> >::_M_get_Tp_allocator() [73]
                0.00    0.00   31246/31249       std::_Deque_base<BinTreeNode<int>*, std::allocator<BinTreeNode<int>*> >::_M_deallocate_node(BinTreeNode<int>**) [72]
                0.00    0.00   31246/62582       std::_Deque_iterator<BinTreeNode<int>*, BinTreeNode<int>*&, BinTreeNode<int>**>::_M_set_node(BinTreeNode<int>***) [66]
-----------------------------------------------
                0.00    0.00       3/3           std::deque<BinTreeNode<int>*, std::allocator<BinTreeNode<int>*> >::~deque() [46]
[52]     0.0    0.00    0.00       3         std::deque<BinTreeNode<int>*, std::allocator<BinTreeNode<int>*> >::end() [52]
                0.00    0.00       3/1999784     std::_Deque_iterator<BinTreeNode<int>*, BinTreeNode<int>*&, BinTreeNode<int>**>::_Deque_iterator(std::_Deque_iterator<BinTreeNode<int>*, BinTreeNode<int>*&, BinTreeNode<int>**> const&) [24]
-----------------------------------------------
                0.00    0.00      21/3000021     void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [41]
                0.00    0.00 1000000/3000021     void std::vector<int, std::allocator<int> >::emplace_back<int>(int&&) [13]
                0.00    0.00 1000000/3000021     void std::allocator_traits<std::allocator<int> >::construct<int, int>(std::allocator<int>&, int*, int&&) [35]
                0.00    0.00 1000000/3000021     void __gnu_cxx::new_allocator<int>::construct<int, int>(int*, int&&) [34]
[59]     0.0    0.00    0.00 3000021         int&& std::forward<int>(std::remove_reference<int>::type&) [59]
-----------------------------------------------
                0.00    0.00       3/2999781     void __gnu_cxx::new_allocator<std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::construct<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&>(std::chrono::duration<long, std::ratio<1l, 1000000000l> >*, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [161]
                0.00    0.00 1000000/2999781     void __gnu_cxx::new_allocator<int>::construct<int, int>(int*, int&&) [34]
                0.00    0.00 1999778/2999781     void __gnu_cxx::new_allocator<BinTreeNode<int>*>::construct<BinTreeNode<int>*, BinTreeNode<int>* const&>(BinTreeNode<int>**, BinTreeNode<int>* const&) [45]
[60]     0.0    0.00    0.00 2999781         operator new(unsigned long, void*) [60]
-----------------------------------------------
                0.00    0.00 2000000/2000000     main [1]
[61]     0.0    0.00    0.00 2000000         std::vector<int, std::allocator<int> >::operator[](unsigned long) [61]
-----------------------------------------------
                0.00    0.00 1999778/1999778     void std::allocator_traits<std::allocator<BinTreeNode<int>*> >::destroy<BinTreeNode<int>*>(std::allocator<BinTreeNode<int>*>&, BinTreeNode<int>**) [27]
[62]     0.0    0.00    0.00 1999778         void __gnu_cxx::new_allocator<BinTreeNode<int>*>::destroy<BinTreeNode<int>*>(BinTreeNode<int>**) [62]
-----------------------------------------------
                0.00    0.00 1000000/1000000     genRand(int) [198]
[63]     0.0    0.00    0.00 1000000         std::random_device::operator()() [63]
-----------------------------------------------
                0.00    0.00 1000000/1000000     std::vector<int, std::allocator<int> >::push_back(int&&) [14]
[64]     0.0    0.00    0.00 1000000         std::remove_reference<int&>::type&& std::move<int&>(int&) [64]
-----------------------------------------------
                0.00    0.00       6/125086      std::_Deque_base<BinTreeNode<int>*, std::allocator<BinTreeNode<int>*> >::_M_initialize_map(unsigned long) [172]
                0.00    0.00   31249/125086      std::_Deque_base<BinTreeNode<int>*, std::allocator<BinTreeNode<int>*> >::_M_deallocate_node(BinTreeNode<int>**) [72]
                0.00    0.00   31249/125086      std::_Deque_base<BinTreeNode<int>*, std::allocator<BinTreeNode<int>*> >::_M_allocate_node() [71]
                0.00    0.00   62582/125086      std::_Deque_iterator<BinTreeNode<int>*, BinTreeNode<int>*&, BinTreeNode<int>**>::_S_buffer_size() [67]
[65]     0.0    0.00    0.00  125086         std::__deque_buf_size(unsigned long) [65]
-----------------------------------------------
                0.00    0.00       6/62582       std::_Deque_base<BinTreeNode<int>*, std::allocator<BinTreeNode<int>*> >::_M_initialize_map(unsigned long) [172]
                0.00    0.00      84/62582       std::deque<BinTreeNode<int>*, std::allocator<BinTreeNode<int>*> >::_M_reallocate_map(unsigned long, bool) [44]
                0.00    0.00   31246/62582       void std::deque<BinTreeNode<int>*, std::allocator<BinTreeNode<int>*> >::_M_push_back_aux<BinTreeNode<int>* const&>(BinTreeNode<int>* const&) [42]
                0.00    0.00   31246/62582       std::deque<BinTreeNode<int>*, std::allocator<BinTreeNode<int>*> >::_M_pop_front_aux() [51]
[66]     0.0    0.00    0.00   62582         std::_Deque_iterator<BinTreeNode<int>*, BinTreeNode<int>*&, BinTreeNode<int>**>::_M_set_node(BinTreeNode<int>***) [66]
                0.00    0.00   62582/62582       std::_Deque_iterator<BinTreeNode<int>*, BinTreeNode<int>*&, BinTreeNode<int>**>::_S_buffer_size() [67]
-----------------------------------------------
                0.00    0.00   62582/62582       std::_Deque_iterator<BinTreeNode<int>*, BinTreeNode<int>*&, BinTreeNode<int>**>::_M_set_node(BinTreeNode<int>***) [66]
[67]     0.0    0.00    0.00   62582         std::_Deque_iterator<BinTreeNode<int>*, BinTreeNode<int>*&, BinTreeNode<int>**>::_S_buffer_size() [67]
                0.00    0.00   62582/125086      std::__deque_buf_size(unsigned long) [65]
-----------------------------------------------
                0.00    0.00   31249/31249       std::allocator_traits<std::allocator<BinTreeNode<int>*> >::deallocate(std::allocator<BinTreeNode<int>*>&, BinTreeNode<int>**, unsigned long) [74]
[68]     0.0    0.00    0.00   31249         __gnu_cxx::new_allocator<BinTreeNode<int>*>::deallocate(BinTreeNode<int>**, unsigned long) [68]
-----------------------------------------------
                0.00    0.00   31249/31249       std::allocator_traits<std::allocator<BinTreeNode<int>*> >::allocate(std::allocator<BinTreeNode<int>*>&, unsigned long) [75]
[69]     0.0    0.00    0.00   31249         __gnu_cxx::new_allocator<BinTreeNode<int>*>::allocate(unsigned long, void const*) [69]
                0.00    0.00   31249/31249       __gnu_cxx::new_allocator<BinTreeNode<int>*>::max_size() const [70]
-----------------------------------------------
                0.00    0.00   31249/31249       __gnu_cxx::new_allocator<BinTreeNode<int>*>::allocate(unsigned long, void const*) [69]
[70]     0.0    0.00    0.00   31249         __gnu_cxx::new_allocator<BinTreeNode<int>*>::max_size() const [70]
-----------------------------------------------
                0.00    0.00       3/31249       std::_Deque_base<BinTreeNode<int>*, std::allocator<BinTreeNode<int>*> >::_M_create_nodes(BinTreeNode<int>***, BinTreeNode<int>***) [170]
                0.00    0.00   31246/31249       void std::deque<BinTreeNode<int>*, std::allocator<BinTreeNode<int>*> >::_M_push_back_aux<BinTreeNode<int>* const&>(BinTreeNode<int>* const&) [42]
[71]     0.0    0.00    0.00   31249         std::_Deque_base<BinTreeNode<int>*, std::allocator<BinTreeNode<int>*> >::_M_allocate_node() [71]
                0.00    0.00   31249/125086      std::__deque_buf_size(unsigned long) [65]
                0.00    0.00   31249/31249       std::allocator_traits<std::allocator<BinTreeNode<int>*> >::allocate(std::allocator<BinTreeNode<int>*>&, unsigned long) [75]
-----------------------------------------------
                0.00    0.00       3/31249       std::_Deque_base<BinTreeNode<int>*, std::allocator<BinTreeNode<int>*> >::_M_destroy_nodes(BinTreeNode<int>***, BinTreeNode<int>***) [171]
                0.00    0.00   31246/31249       std::deque<BinTreeNode<int>*, std::allocator<BinTreeNode<int>*> >::_M_pop_front_aux() [51]
[72]     0.0    0.00    0.00   31249         std::_Deque_base<BinTreeNode<int>*, std::allocator<BinTreeNode<int>*> >::_M_deallocate_node(BinTreeNode<int>**) [72]
                0.00    0.00   31249/125086      std::__deque_buf_size(unsigned long) [65]
                0.00    0.00   31249/31249       std::allocator_traits<std::allocator<BinTreeNode<int>*> >::deallocate(std::allocator<BinTreeNode<int>*>&, BinTreeNode<int>**, unsigned long) [74]
-----------------------------------------------
                0.00    0.00       3/31249       std::deque<BinTreeNode<int>*, std::allocator<BinTreeNode<int>*> >::~deque() [46]
                0.00    0.00   31246/31249       std::deque<BinTreeNode<int>*, std::allocator<BinTreeNode<int>*> >::_M_pop_front_aux() [51]
[73]     0.0    0.00    0.00   31249         std::_Deque_base<BinTreeNode<int>*, std::allocator<BinTreeNode<int>*> >::_M_get_Tp_allocator() [73]
-----------------------------------------------
                0.00    0.00   31249/31249       std::_Deque_base<BinTreeNode<int>*, std::allocator<BinTreeNode<int>*> >::_M_deallocate_node(BinTreeNode<int>**) [72]
[74]     0.0    0.00    0.00   31249         std::allocator_traits<std::allocator<BinTreeNode<int>*> >::deallocate(std::allocator<BinTreeNode<int>*>&, BinTreeNode<int>**, unsigned long) [74]
                0.00    0.00   31249/31249       __gnu_cxx::new_allocator<BinTreeNode<int>*>::deallocate(BinTreeNode<int>**, unsigned long) [68]
-----------------------------------------------
                0.00    0.00   31249/31249       std::_Deque_base<BinTreeNode<int>*, std::allocator<BinTreeNode<int>*> >::_M_allocate_node() [71]
[75]     0.0    0.00    0.00   31249         std::allocator_traits<std::allocator<BinTreeNode<int>*> >::allocate(std::allocator<BinTreeNode<int>*>&, unsigned long) [75]
                0.00    0.00   31249/31249       __gnu_cxx::new_allocator<BinTreeNode<int>*>::allocate(unsigned long, void const*) [69]
-----------------------------------------------
                0.00    0.00     126/126         BinTreeNode<int>*** std::__copy_move_a2<false, BinTreeNode<int>***, BinTreeNode<int>***>(BinTreeNode<int>***, BinTreeNode<int>***, BinTreeNode<int>***) [104]
[76]     0.0    0.00    0.00     126         BinTreeNode<int>*** std::__niter_base<BinTreeNode<int>***>(BinTreeNode<int>***) [76]
-----------------------------------------------
                0.00    0.00     126/126         int* std::__copy_move_a2<true, int*, int*>(int*, int*, int*) [105]
[77]     0.0    0.00    0.00     126         int* std::__niter_base<int*>(int*) [77]
-----------------------------------------------
                0.00    0.00       1/85          main [1]
                0.00    0.00      84/85          std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [121]
[78]     0.0    0.00    0.00      85         std::vector<int, std::allocator<int> >::size() const [78]
-----------------------------------------------
                0.00    0.00      42/84          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [41]
                0.00    0.00      42/84          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [120]
[79]     0.0    0.00    0.00      84         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [79]
-----------------------------------------------
                0.00    0.00      84/84          decltype (__miter_base(({parm#1}.base)())) std::__miter_base<int*>(std::move_iterator<int*>) [83]
[80]     0.0    0.00    0.00      84         std::move_iterator<int*>::base() const [80]
-----------------------------------------------
                0.00    0.00      84/84          std::move_iterator<int*> std::__make_move_if_noexcept_iterator<int, std::move_iterator<int*> >(int*) [85]
[81]     0.0    0.00    0.00      84         std::move_iterator<int*>::move_iterator(int*) [81]
-----------------------------------------------
                0.00    0.00      84/84          BinTreeNode<int>*** std::copy<BinTreeNode<int>***, BinTreeNode<int>***>(BinTreeNode<int>***, BinTreeNode<int>***, BinTreeNode<int>***) [109]
[82]     0.0    0.00    0.00      84         BinTreeNode<int>*** std::__miter_base<BinTreeNode<int>***>(BinTreeNode<int>***) [82]
-----------------------------------------------
                0.00    0.00      84/84          int* std::copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [110]
[83]     0.0    0.00    0.00      84         decltype (__miter_base(({parm#1}.base)())) std::__miter_base<int*>(std::move_iterator<int*>) [83]
                0.00    0.00      84/84          int* std::__miter_base<int*>(int*) [84]
                0.00    0.00      84/84          std::move_iterator<int*>::base() const [80]
-----------------------------------------------
                0.00    0.00      84/84          decltype (__miter_base(({parm#1}.base)())) std::__miter_base<int*>(std::move_iterator<int*>) [83]
[84]     0.0    0.00    0.00      84         int* std::__miter_base<int*>(int*) [84]
-----------------------------------------------
                0.00    0.00      84/84          int* std::__uninitialized_move_if_noexcept_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [108]
[85]     0.0    0.00    0.00      84         std::move_iterator<int*> std::__make_move_if_noexcept_iterator<int, std::move_iterator<int*> >(int*) [85]
                0.00    0.00      84/84          std::move_iterator<int*>::move_iterator(int*) [81]
-----------------------------------------------
                0.00    0.00       1/64          std::vector<int, std::allocator<int> >::~vector() [49]
                0.00    0.00      63/64          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [41]
[86]     0.0    0.00    0.00      64         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [86]
-----------------------------------------------
                0.00    0.00      21/63          __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [119]
                0.00    0.00      42/63          std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [100]
[87]     0.0    0.00    0.00      63         __gnu_cxx::new_allocator<int>::max_size() const [87]
-----------------------------------------------
                0.00    0.00       3/47          std::vector<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::allocator<std::chrono::duration<long, std::ratio<1l, 1000000000l> > > >::_M_check_len(unsigned long, char const*) const [165]
                0.00    0.00       3/47          std::_Deque_base<BinTreeNode<int>*, std::allocator<BinTreeNode<int>*> >::_M_initialize_map(unsigned long) [172]
